name,claimed_status,rating,category,reivews,address,street_address,phone_no,website,email,timing,image_link,longitude,latitude,URL,search_key,price
ｋｉｒｅｉｍｏ,এই তালিকাটি ম্যানেজ করুন,৪.৬,চুল তোলার সেবা,১২৫,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 4 Chome−2−2 弥生ビル 6階 第一","MQF7+4Q Chuo City, Tokyo, জাপান",+81 120-444-680,kireimo.jp,,https://lh5.googleusercontent.com/p/AF1QipOk6m2JNjdXE78lUhTdQU1jcx8g0V6tfYSgW-aq=w408-h271-k-no,35.6728167,139.7644729,"https://www.google.com/maps/place/%EF%BD%8B%EF%BD%89%EF%BD%92%EF%BD%85%EF%BD%89%EF%BD%8D%EF%BD%8F/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x600370ce811d982b:0xa971eb598c61e83b!8m2!3d35.6728167!4d139.7644729",Tokyo 神奈川 横浜 エステ USA,,
& Eyelash Terra Ginzaten Nails,এই তালিকাটি ম্যানেজ করুন,৩.২,নখ কাটার সেলুন,২২,"1 Chome-8-17 Ginza, Chuo City, Tokyo 104-0061, জাপান","MQF9+J8 Chuo City, Tokyo, জাপান",+81 50-3347-8871,terra-beauty.com,,https://lh5.googleusercontent.com/p/AF1QipPVokRTIgwrfXkartutjgZe7wS3x-S1Pg7XtkjK=w632-h240-k-no,35.6741226,139.7683042,"https://www.google.com/maps/place/%26+Eyelash+Terra+Ginzaten+Nails/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bf6c698c30b:0x6b600fd5e9d8db6!8m2!3d35.6741226!4d139.7683042",Tokyo 神奈川 横浜 エステ USA,,
March,এই ব্যবসার দাবি করুন,৪.৫,নখ কাটার সেলুন,৬,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 20, 104-0061, 1町目20-9","MQCC+X4 Chuo City, Tokyo, জাপান",+81 3-6228-7333,nailsalon-march.com,,https://lh5.googleusercontent.com/p/AF1QipP3iprefoFQoIf35zguMaLfhk2YDhMxYRQ-7bZ5=w408-h510-k-no,35.6723822,139.7703047,"https://www.google.com/maps/place/March/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be04da30001:0xb6b5d5400ccccce9!8m2!3d35.6723822!4d139.7703047",Tokyo 神奈川 横浜 エステ USA,,
Yokohama Chinatown,এই ব্যবসার দাবি করুন,৪.০,ব্যবসা পার্ক,"৩২,১৫০","Yamashitacho, Naka Ward, Yokohama, Kanagawa 231-0023, জাপান","CJRW+WH Yokohama, Kanagawa, জাপান",+81 45-662-1252,chinatown.or.jp,,https://lh5.googleusercontent.com/p/AF1QipMbui41b-RGA6AC0H34V4W7M9YseqyxJ8OyzJWA=w408-h544-k-no,35.4423591,139.6463881,"https://www.google.com/maps/place/Yokohama+Chinatown/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185cef7b8bffff:0x90abf0214d828f35!8m2!3d35.4423591!4d139.6463881",Tokyo 神奈川 横浜 エステ USA,,hattenkai@chinatown.or.jp
お顔の整体サロン・カオ20 マルイシティ横浜店,,,সেইতাই,েইতা,"জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−19−12 マルイシティ横浜 2階
এখানে অবস্থিত: Marui City Yokohama","FJ7F+QW Yokohama, Kanagawa, জাপান",+81 45-620-4148,cao20.tokyo,,https://lh5.googleusercontent.com/p/AF1QipPkGCX6JN_d5z9BZNwDpcyfe9sfMD4id5MOQw5z=w408-h283-k-no,35.4644645,139.6248567,"https://www.google.com/maps/place/%E3%81%8A%E9%A1%94%E3%81%AE%E6%95%B4%E4%BD%93%E3%82%B5%E3%83%AD%E3%83%B3%E3%83%BB%E3%82%AB%E3%82%AA20+%E3%83%9E%E3%83%AB%E3%82%A4%E3%82%B7%E3%83%86%E3%82%A3%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.6047216,139.4413462,10z/data=!3m1!5s0x60185c14a7924f45:0xce25fcab87c4776!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185dfc4481d76d:0xdf3b49448aa24312!8m2!3d35.4644645!4d139.6248567",Tokyo 神奈川 横浜 エステ USA,,viewport-extra@1.0.3
The Yokohama Bay Hotel Tokyu,এই তালিকাটি ম্যানেজ করুন,৪.৪,,"৩,১৫৫","2 Chome-3-7 Minatomirai, Nishi Ward, Yokohama, Kanagawa 220-8543, জাপান","FJ4P+P3 Yokohama, Kanagawa, জাপান",+81 45-682-2222,ybht.co.jp,,https://lh5.googleusercontent.com/p/AF1QipPYzrBkZqIcr4tL7vch-Y4HcnT4tZ4egdaYuknU=w408-h612-k-no,35.456854,139.635165,"https://www.google.com/maps/place/The+Yokohama+Bay+Hotel+Tokyu/@35.6047216,139.4413462,10z/data=!3m1!5s0x60185c5c8201dc03:0xdb78b1eca2a8b68!4m11!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m7!1s0x60185be545597627:0x5899d4a6e50cd4a!5m2!4m1!1i2!8m2!3d35.456854!4d139.635165",Tokyo 神奈川 横浜 エステ USA,,
本格 日本剃刀 シェービングサロン Verita【ヴェリータ】,,৪.০,নাপিত,৭,"3-6 Konanchuodori, Konan Ward, Yokohama, Kanagawa 233-0004, জাপান","CH2V+W4 Yokohama, Kanagawa, জাপান",+81 45-842-6991,okaosori-verita.jimdo.com,,https://lh5.googleusercontent.com/p/AF1QipO52YXLwpCAm-kkjaRhiT30R1-8I__yz-tJNryE=w408-h306-k-no,35.4022971,139.5928461,"https://www.google.com/maps/place/%E6%9C%AC%E6%A0%BC+%E6%97%A5%E6%9C%AC%E5%89%83%E5%88%80+%E3%82%B7%E3%82%A7%E3%83%BC%E3%83%93%E3%83%B3%E3%82%B0%E3%82%B5%E3%83%AD%E3%83%B3+Verita%E3%80%90%E3%83%B4%E3%82%A7%E3%83%AA%E3%83%BC%E3%82%BF%E3%80%91/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185b491842d197:0xa08047a25ce1e687!8m2!3d35.4022971!4d139.5928461",Tokyo 神奈川 横浜 エステ USA,,
BUASAWAN Thai Traditional Massage GINZA TOKYO,,৪.৬,থাই ম্যাসাজ থেরাপিস্ট,৮১,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 1 Chome−13−9 栄楽ビル 3F","MQF9+7M Chuo City, Tokyo, জাপান",+81 3-6228-6030,buasawan-ginza.com,,https://lh5.googleusercontent.com/p/AF1QipNYpJLQ0Z5k7mvi2y0EpMlzdfD-O5SE6JNUviTt=w426-h240-k-no,35.673156,139.769236,"https://www.google.com/maps/place/BUASAWAN+Thai+Traditional+Massage+GINZA+TOKYO/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be166c68e7b:0x550fb814595ba1b9!8m2!3d35.673156!4d139.769236",Tokyo 神奈川 横浜 エステ USA,,
Yokohama Station,,৩.৮,ট্র্যানজিট স্টপ,"১,৫১৫","জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 〒220-0005 ２ 丁目 １６","FJ8C+8W Yokohama, Kanagawa, জাপান",+81 45-314-3490,jreast.co.jp,,https://lh5.googleusercontent.com/p/AF1QipOrOexlIGWNc4OLXCw1WSKO9OKapX6nuXQ8fuzz=w408-h306-k-no,35.4657858,139.6223132,"https://www.google.com/maps/place/Yokohama+Station/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c0df6cfd2f1:0xbbbca6f36b5235f5!8m2!3d35.4657858!4d139.6223132",Tokyo 神奈川 横浜 エステ USA,,
ヨサパーク ふわり,,,বিউটি পার্লার,িউটি পার্লা,"3 Chome-27-20 Kameari, Katsushika City, Tokyo 125-0061, জাপান","QV82+83 Katsushika City, Tokyo, জাপান",+81 3-5680-9190,beauty.hotpepper.jp,,https://geo1.ggpht.com/cbk?panoid=08zeNVvETpFtp-8_3A0ymQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=220.72055&pitch=0&thumbfov=100,35.7657637,139.8502422,"https://www.google.com/maps/place/%E3%83%A8%E3%82%B5%E3%83%91%E3%83%BC%E3%82%AF+%E3%81%B5%E3%82%8F%E3%82%8A/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188f102cab0301:0xe390281a64ffedc0!8m2!3d35.7657637!4d139.8502422",Tokyo 神奈川 横浜 エステ USA,,
Zion.,এই তালিকাটি ম্যানেজ করুন,৩.৪,চুল কাটার সেলুন,৩০,"জাপান, 〒332-0033 Saitama, Kawaguchi, Namiki Motomachi, 1−79 アリオ川口1F
এখানে অবস্থিত: Ario Kawaguchi","RP57+48 কাওয়াগোচি, Saitama, জাপান",+81 48-241-7277,hairmake-zion.com,,https://lh5.googleusercontent.com/p/AF1QipM4KgE28RbNJFX5NetGAX0Q74oYzd1QU2MAAJ0X=w408-h268-k-no,35.8077948,139.7132727,"https://www.google.com/maps/place/Zion./@35.6047216,139.4413462,10z/data=!3m1!5s0x60189360d4e4decd:0xa230d50a1b566cc0!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60189360da1e3ef1:0xf8fe6aa07fc25745!8m2!3d35.8077948!4d139.7132727",Tokyo 神奈川 横浜 エステ USA,,
The Peninsula Spa,,৪.১,স্পা,৩৩,"জাপান, 〒100-0006 Tokyo, Chiyoda City, Yūrakuchō, 1 Chome−8−1 ６F
এখানে অবস্থিত: The Peninsula Tokyo","MQF6+W7 Chiyoda City, Tokyo, জাপান",+81 3-6270-2299,peninsula.com,,https://lh5.googleusercontent.com/p/AF1QipNItMGbREU4DgGP9wX_j6OYngOJnpGcedqt0qtw=w408-h258-k-no,35.674763,139.760642,"https://www.google.com/maps/place/The+Peninsula+Spa/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bf0286a91e7:0xf0fc0ff05c4560ad!8m2!3d35.674763!4d139.760642",Tokyo 神奈川 横浜 エステ USA,,reservationgcsc@peninsula.com
横浜ニューハーフヘルス愛秘,,৪.৯,প্রাপ্তবয়স্কদের বিনোদন ক্লাব,৪৬,"11-26 Daimachi, Kanagawa Ward, Yokohama, Kanagawa 221-0834, জাপান","FJCC+3Q Yokohama, Kanagawa, জাপান",+81 45-324-3730,ai-hi.com,,https://lh5.googleusercontent.com/p/AF1QipOn86PNa194HvCsFjbPq_ayOyBYpDiL26EL9rHO=w408-h612-k-no,35.470243,139.6219,"https://www.google.com/maps/place/%E6%A8%AA%E6%B5%9C%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%8F%E3%83%BC%E3%83%95%E3%83%98%E3%83%AB%E3%82%B9%E6%84%9B%E7%A7%98/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c10591ea001:0x800cafa24bcc9318!8m2!3d35.470243!4d139.6219",Tokyo 神奈川 横浜 エステ USA,,
Tokyu Hands,এই তালিকাটি ম্যানেজ করুন,৩.৭,ঘর সাজাবার সামগ্রীর দোকান,"১,৪৪০","জাপান, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−3−1 5～7階 横浜モアーズ
এখানে অবস্থিত: MORE'S Yokohama","FJ8C+VW Yokohama, Kanagawa, জাপান",+81 45-320-0109,yokohama.tokyu-hands.co.jp,,https://lh5.googleusercontent.com/p/AF1QipOEfeT0t5BO4k9_OSHKXxmhquRqbBMubn5-OFPi=w408-h272-k-no,35.4672272,139.6222543,"https://www.google.com/maps/place/Tokyu+Hands/@35.6047216,139.4413462,10z/data=!3m1!5s0x60185c122b1ff6b3:0x4ceb5b05b4987169!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c0c4eafa93f:0x3e8448e5ce4f755d!8m2!3d35.4672272!4d139.6222543",Tokyo 神奈川 横浜 エステ USA,,
（株）日本建商 横浜支店,এই ব্যবসার দাবি করুন,৩.৫,রিয়েল এস্টেট,২,"1 Chome-24-17 Hiyoshihoncho, Kohoku Ward, Yokohama, Kanagawa 223-0062, জাপান","HJ3W+34 Yokohama, Kanagawa, জাপান",+81 45-566-7401,takamatsuestate-tokyo.co.jp,,https://geo0.ggpht.com/cbk?panoid=lTYxElx9x3vy8XYGirQcvA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=139.4977&pitch=0&thumbfov=100,35.552634,139.645306,"https://www.google.com/maps/place/%EF%BC%88%E6%A0%AA%EF%BC%89%E6%97%A5%E6%9C%AC%E5%BB%BA%E5%95%86+%E6%A8%AA%E6%B5%9C%E6%94%AF%E5%BA%97/@35.6047216,139.4413462,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185f772aeb9ba5:0xda3c1246bed49a6f!8m2!3d35.552634!4d139.645306",Tokyo 神奈川 横浜 エステ USA,,
遠藤波津子美容室横浜高島屋店,এই ব্যবসার দাবি করুন,৩.৪,চুল কাটার সেলুন,৮,"1 Chome-6-31 Minamisaiwai, Nishi Ward, Yokohama, Kanagawa 220-0005, জাপান
এখানে অবস্থিত: Takashimaya Yokohama Store","FJ8C+25 Yokohama, Kanagawa, জাপান",+81 45-311-3166,hatsuko-endo.co.jp,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,35.4650466,139.6204598,"https://www.google.com/maps/place/%E9%81%A0%E8%97%A4%E6%B3%A2%E6%B4%A5%E5%AD%90%E7%BE%8E%E5%AE%B9%E5%AE%A4%E6%A8%AA%E6%B5%9C%E9%AB%98%E5%B3%B6%E5%B1%8B%E5%BA%97/@35.5346104,139.540206,11z/data=!3m1!5s0x60185c126a57c93d:0x4ceb5b05317be001!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c12130c51cf:0x9e2aaa99eb0850c7!8m2!3d35.4650466!4d139.6204598",Tokyo 神奈川 横浜 エステ USA,
LIBE 横浜店,,৪.৯,প্রাপ্তবয়স্কদের বিনোদন ক্লাব,১০,"11-2 Kusunokicho, Nishi Ward, Yokohama, Kanagawa 220-0002, জাপান","FJ97+CR Yokohama, Kanagawa, জাপান",+81 70-1840-0345,libe-yokohama.com,,,https://lh5.googleusercontent.com/p/AF1QipM-e8mEswzXGr_pZGklNQ2MxftNhlC-9oLHnOru=w408-h612-k-no,35.4686153,139.6145663,"https://www.google.com/maps/place/LIBE+%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.5346104,139.540206,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185d1614978559:0x7cc09afcdb10be82!8m2!3d35.4686153!4d139.6145663",Tokyo 神奈川 横浜 エステ USA,
杉田美容室ハグ,এই ব্যবসার দাবি করুন,৪.০,চুল কাটার সেলুন,১৪,"1 Chome-14-5 Sugita, Isogo Ward, Yokohama, Kanagawa 235-0033, জাপান","9JM8+GX Yokohama, Kanagawa, জাপান",+81 45-771-1989,hug-hair.com,,,https://lh5.googleusercontent.com/p/AF1QipN3dwfk7NMOtmlJI_saxJv20HtHSEJYC4lagAxl=w408-h240-k-no-pi-0-ya163.86456-ro0-fo100,35.3838292,139.6174255,"https://www.google.com/maps/place/%E6%9D%89%E7%94%B0%E7%BE%8E%E5%AE%B9%E5%AE%A4%E3%83%8F%E3%82%B0/@35.5346104,139.540206,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60184367b741509d:0xae336376e00b768a!8m2!3d35.3838292!4d139.6174255",Tokyo 神奈川 横浜 エステ USA,
ニュー スキン ジャパン 横浜エクスペリエンス センター,,৪.২,সৌন্দর্য সামগ্রী সরবরাহের দোকান,১৮,"জাপান, 〒221-0056 Kanagawa, Yokohama, Kanagawa Ward, Kinkocho, 1-4 横浜イーストスクエア 1階
এখানে অবস্থিত: 横浜イーストスクエア","FJ8G+XC Yokohama, Kanagawa, জাপান",+81 3-5321-3600,nuskin.com,,,https://lh5.googleusercontent.com/p/AF1QipOKp_mAL9c_rPQSXbps_Tkz6taXI1meu_rbtERi=w408-h305-k-no,35.46747,139.626003,"https://www.google.com/maps/place/%E3%83%8B%E3%83%A5%E3%83%BC+%E3%82%B9%E3%82%AD%E3%83%B3+%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3+%E6%A8%AA%E6%B5%9C%E3%82%A8%E3%82%AF%E3%82%B9%E3%83%9A%E3%83%AA%E3%82%A8%E3%83%B3%E3%82%B9+%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/@35.5346104,139.540206,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c1469647251:0x36a3b8efc47865e!8m2!3d35.46747!4d139.626003",Tokyo 神奈川 横浜 エステ USA,
岩谷学園アーティスティックＢ横浜美容専門学校,,৫.০,রূপচর্চ্চা শিক্ষার স্কুল,৬,"1 Chome-38-13 Hiranuma, Nishi Ward, Yokohama, Kanagawa 220-0023, জাপান","FJ69+MW Yokohama, Kanagawa, জাপান",+81 45-290-7090,artisticb.ac.jp,fancybox@3.5.6,,https://lh5.googleusercontent.com/p/AF1QipMHLOQTqKljniCCYbD3SeV8d-eTN7I9Ok0GGcl2=w408-h272-k-no,35.4616333,139.619777,"https://www.google.com/maps/place/%E5%B2%A9%E8%B0%B7%E5%AD%A6%E5%9C%92%E3%82%A2%E3%83%BC%E3%83%86%E3%82%A3%E3%82%B9%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF%EF%BC%A2%E6%A8%AA%E6%B5%9C%E7%BE%8E%E5%AE%B9%E5%B0%82%E9%96%80%E5%AD%A6%E6%A0%A1/@35.5346104,139.540206,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c6d44ef47d1:0x41fbbc17fe7a8848!8m2!3d35.4616333!4d139.619777",Tokyo 神奈川 横浜 エステ USA,
バイセラジャパン－横浜店－ 貴金属・宝石・ジュエリー・ダイヤモンド・ブランド買取＆修理,,৪.৮,বন্ধকের দোকান,২৩,"জাপান, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−5−4 SANKYOビル6F","FJ89+RG Yokohama, Kanagawa, জাপান",+81 45-620-4154,buysela-japan.com,info@buysela-japan.com,,https://lh5.googleusercontent.com/p/AF1QipPPivaZWcWXEYFyoi5pXYqC7q2AwMMj7Z3BjGpS=w408-h306-k-no,35.467092,139.618806,"https://www.google.com/maps/place/%E3%83%90%E3%82%A4%E3%82%BB%E3%83%A9%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%EF%BC%8D%E6%A8%AA%E6%B5%9C%E5%BA%97%EF%BC%8D+%E8%B2%B4%E9%87%91%E5%B1%9E%E3%83%BB%E5%AE%9D%E7%9F%B3%E3%83%BB%E3%82%B8%E3%83%A5%E3%82%A8%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%80%E3%82%A4%E3%83%A4%E3%83%A2%E3%83%B3%E3%83%89%E3%83%BB%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E8%B2%B7%E5%8F%96%EF%BC%86%E4%BF%AE%E7%90%86/@35.5346104,139.540206,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c0e16923707:0xe4014171390d2c77!8m2!3d35.467092!4d139.618806",Tokyo 神奈川 横浜 エステ USA,
Hotel Edit Yokohama,,৪.৩,,৭৯৩,"6 Chome-78番地1 Sumiyoshicho, Naka Ward, Yokohama, Kanagawa 231-0013, জাপান","CJXM+CC Yokohama, Kanagawa, জাপান",+81 45-680-0238,hotel-edit.com,"r_img01_07-60@2x.jpg, footer_link_logo_wht_02@2x.png, top_gallery_img05-60@2x.jpg, footer_link_logo_wht_05@2x.png, r_img01_06-60@2x.jpg, footer_link_logo_wht_11@2x.png, top_p_p_slide01-60@2x.jpg, top_gallery_img01-60@2x.jpg, footer_link_logo_wht_04@2x.png, footer_link_logo_wht_09@2x.png, top_gallery_img02-60@2x.jpg, r_img01_09-60@2x.jpg, top_gallery_img07-60@2x.jpg, top_gallery_img03-60@2x.jpg, r_img01_04-60@2x.jpg, r_img01_01-60@2x.jpg, footer_link_logo_wht_07@2x.png, r_img01_02-60@2x.jpg, top_room_img01-60@2x.jpg, top_gallery_img09-60@2x.jpg, footer_link_logo_wht_01@2x.png, footer_link_logo_wht_10@2x.png, r_img01_08-60@2x.jpg, r_img01_10-60@2x.jpg, footer_link_logo_wht_08@2x.png, img_none-60@2x.jpg, r_img01_03-60@2x.jpg, r_img01_05-60@2x.jpg, top_gallery_img06-60@2x.jpg, top_p_p_img01-60@2x.jpg, top_r_img01-60@2x.jpg, top_p_p_slide02-60@2x.jpg, top_r_o_img01-60@2x.jpg, footer_link_logo_wht_03@2x.png, top_gallery_img08-60@2x.jpg, top_gallery_img04-60@2x.jpg",,https://lh5.googleusercontent.com/p/AF1QipNfq9XbG79zu6773iAUJ_n67mTq51GigogXzynh=w408-h271-k-no,35.448618,139.6335755,"https://www.google.com/maps/place/Hotel+Edit+Yokohama/@35.5346104,139.540206,11z/data=!4m11!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m7!1s0x60185cf5895998db:0xce0c90639ac1508f!5m2!4m1!1i2!8m2!3d35.448618!4d139.6335755",Tokyo 神奈川 横浜 エステ USA,"৫,৬৮৪৳"
Kirin Brewery Yokohama Factory,এই তালিকাটি ম্যানেজ করুন,৪.৬,ব্রিউয়ারি,৪৪২,"1 Chome-17-1 Namamugi, Tsurumi Ward, Yokohama, Kanagawa 230-8628, জাপান","FMR7+8C Yokohama, Kanagawa, জাপান",+81 45-503-8250,kirin.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipP207pvdNQ9mTWi9WSbSuqh-_nEegGpPwpujPE3=w408-h306-k-no,35.4907712,139.6635021,"https://www.google.com/maps/place/Kirin+Brewery+Yokohama+Factory/@35.5346104,139.540206,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185ddb1500814f:0xfc29fbfb1c551985!8m2!3d35.4907712!4d139.6635021",Tokyo 神奈川 横浜 エステ USA,
Shin-Yokohama Fuji View Hotel,এই ব্যবসার দাবি করুন,৩.৪,,৪৪২,"2 Chome-3-1 Shinyokohama, Kohoku Ward, Yokohama, Kanagawa 222-0033, জাপান","GJ47+WV Yokohama, Kanagawa, জাপান",+81 45-473-0021,fujiview-hotel.jp,,,https://lh5.googleusercontent.com/p/AF1QipOWjh_NnxacTa0vqopIzEFWEqma0sVfach6U3_f=w408-h365-k-no,35.5073511,139.6147206,"https://www.google.com/maps/place/Shin-Yokohama+Fuji+View+Hotel/@35.5346104,139.540206,11z/data=!4m11!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m7!1s0x60185ed227f5907f:0x733269b0e1f3c608!5m2!4m1!1i2!8m2!3d35.5073511!4d139.6147206",Tokyo 神奈川 横浜 エステ USA,"৭,৫৩৩৳"
横浜ビューティーアート専門学校,,৩.০,রূপচর্চ্চা শিক্ষার স্কুল,২,"1-19-6 Nishikanagawa, Kanagawa Ward, Yokohama, Kanagawa 221-0822, জাপান","FJJJ+8W Yokohama, Kanagawa, জাপান",+81 120-350-939,sanko.ac.jp,,,https://lh5.googleusercontent.com/p/AF1QipNORFYRBrTKg-vsLwcoYjYZh96LnmXSdxtNhGBq=w408-h271-k-no,35.4807837,139.6323009,"https://www.google.com/maps/place/%E6%A8%AA%E6%B5%9C%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC%E3%82%A2%E3%83%BC%E3%83%88%E5%B0%82%E9%96%80%E5%AD%A6%E6%A0%A1/@35.5346104,139.540206,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c222a236cc9:0x50d45bae9efd76a1!8m2!3d35.4807837!4d139.6323009",Tokyo 神奈川 横浜 エステ USA,
公益社団法人 神奈川県助産師会,এই ব্যবসার দাবি করুন,,সংস্থা বা সংগঠন,ংস্থা বা সংগঠ,"3-1 Fujimicho, Naka Ward, Yokohama, Kanagawa 231-0037, জাপান
এখানে অবস্থিত: 神奈川県総合医療会館","CJQJ+QR Yokohama, Kanagawa, জাপান",+81 45-262-4201,kanagawa-josanshi.com,mw-kngw@gold.ocn.ne.jp,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,35.439486,139.632015,"https://www.google.com/maps/place/%E5%85%AC%E7%9B%8A%E7%A4%BE%E5%9B%A3%E6%B3%95%E4%BA%BA+%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E5%8A%A9%E7%94%A3%E5%B8%AB%E4%BC%9A/@35.5346104,139.540206,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185cf2838ef70f:0x520a48fcb96d9b16!8m2!3d35.439486!4d139.632015",Tokyo 神奈川 横浜 エステ USA,
Super Hotel Yokohama Kannai,এই তালিকাটি ম্যানেজ করুন,৪.০,,৭৭৩,"195-1 Yamashitacho, Naka Ward, Yokohama, Kanagawa 231-0023, জাপান","CJVV+M2 Yokohama, Kanagawa, জাপান",+81 45-650-9000,superhotel.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipMJdVIubX_O_HeT1Fw4mmNBoT0mUSK1_Qq9zHcg=w408-h306-k-no,35.4442209,139.6426129,"https://www.google.com/maps/place/Super+Hotel+Yokohama+Kannai/@35.5346104,139.540206,11z/data=!4m11!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m7!1s0x60185cfad8890f03:0xaa09c92249a90695!5m2!4m1!1i2!8m2!3d35.4442209!4d139.6426129",Tokyo 神奈川 横浜 エステ USA,"৪,৯৯৫৳"
